"CNTSTUID","ST097Q01TA","ST218Q03HA","ST218Q02HA","ST218Q06HA","ST218Q04HA","ST206Q04HA","ST206Q02HA","ST153Q03HA","ST176Q06IA","ST206Q01HA","ST176Q06IA_scaled","ST153Q03HA_scaled","Communication_Score","Collaboration_Score"
3601084,1,3,3,3,3,3,2,2,2,2,1.75,1,2.6,1.95
3603183,1,1,1,1,1,4,4,1,5,4,4,4,1,4
3606018,4,4,4,4,4,2,2,1,5,2,4,4,4,2.8
3607655,3,3,3,3,3,3,3,1,5,3,4,4,3,3.4
3610527,3,3,3,3,3,3,3,2,3,3,2.5,1,3,2.5
3611834,3,4,3,3,3,NA,NA,1,4,NA,3.25,4,3.2,3.625
3612299,4,4,3,3,4,3,2,1,2,3,1.75,4,3.6,2.75
3613078,3,2,2,2,2,4,3,1,5,3,4,4,2.2,3.6
3614748,3,3,3,2,3,4,3,1,5,3,4,4,2.8,3.6
3614973,2,3,3,3,3,3,3,2,5,3,4,1,2.8,2.8
3615431,4,3,3,3,3,3,3,1,2,4,1.75,4,3.2,3.15
3616752,2,3,3,2,3,2,2,1,4,2,3.25,4,2.6,2.65
3619170,1,3,4,3,3,2,2,2,2,2,1.75,1,2.8,1.75
3619540,4,2,3,2,3,3,2,1,3,2,2.5,4,2.8,2.7
3620795,4,1,1,1,1,3,3,1,5,3,4,4,1.6,3.4
3622829,3,3,3,3,3,3,3,1,4,3,3.25,4,3,3.25
3602806,3,4,3,2,4,3,3,1,2,3,1.75,4,3.2,2.95
3604816,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3605706,3,4,3,3,4,2,3,1,1,4,1,4,3.4,2.8
3605905,4,4,2,4,4,4,4,1,2,4,1.75,4,3.6,3.55
3607477,2,3,4,2,4,3,2,2,2,3,1.75,1,3,2.15
3607823,4,3,4,3,3,3,2,1,4,2,3.25,4,3.4,2.85
3608401,3,3,3,3,4,NA,3,1,2,4,1.75,4,3.2,3.1875
3609626,3,3,3,3,3,3,3,2,4,3,3.25,1,3,2.65
3611196,3,3,4,4,4,2,1,1,2,2,1.75,4,3.6,2.15
3612955,1,1,1,1,1,3,3,1,2,3,1.75,4,1,2.95
3613808,3,3,3,2,4,2,2,1,2,2,1.75,4,3,2.35
3615606,4,4,4,4,4,4,4,1,5,4,4,4,4,4
3618599,2,3,2,2,3,3,2,2,4,2,3.25,1,2.4,2.25
3618887,1,2,2,2,1,2,1,1,5,1,4,4,1.6,2.4
3619204,1,3,3,3,3,1,1,1,3,2,2.5,4,2.6,2.1
3619440,3,3,3,4,4,2,3,1,2,3,1.75,4,3.4,2.75
3621104,3,2,3,2,3,2,2,2,3,2,2.5,1,2.6,1.9
3621156,3,4,4,4,4,3,3,2,2,3,1.75,1,3.8,2.35
3622020,3,3,3,3,3,3,3,1,5,2,4,4,3,3.2
3622581,4,4,3,4,4,2,3,2,2,3,1.75,1,3.8,2.15
3600876,1,NA,NA,NA,NA,NA,NA,1,2,3,1.75,4,1,2.91666666666667
3601696,1,4,3,4,3,1,2,2,5,1,4,1,3,1.8
3601936,1,3,3,3,3,2,2,2,2,2,1.75,1,2.6,1.75
3601992,2,4,4,4,4,1,2,1,3,2,2.5,4,3.6,2.3
3603062,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3,1
3603171,3,1,2,2,1,3,3,2,3,3,2.5,1,1.8,2.5
3603277,3,3,3,3,3,2,2,1,3,2,2.5,4,3,2.5
3606590,NA,3,3,3,3,NA,NA,NA,2,NA,1.75,NA,3,1.75
3607320,3,3,2,3,4,2,2,1,2,2,1.75,4,3,2.35
3611917,3,2,2,2,2,NA,NA,2,2,NA,1.75,1,2.2,1.375
3613668,2,3,3,3,3,4,3,2,2,3,1.75,1,2.8,2.55
3614510,2,3,3,3,3,3,3,1,2,3,1.75,4,2.8,2.95
3614810,1,NA,NA,NA,NA,NA,NA,2,3,NA,2.5,1,1,1.75
3615331,2,3,3,2,2,2,2,2,3,2,2.5,1,2.4,1.9
3616283,3,3,3,3,3,3,3,1,2,2,1.75,4,3,2.75
3617904,4,3,2,3,2,2,2,1,2,2,1.75,4,2.8,2.35
3618371,3,3,3,3,3,3,3,2,2,2,1.75,1,3,2.15
3619555,3,3,3,3,3,2,2,1,4,2,3.25,4,3,2.65
3619588,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,1
3619984,3,4,4,3,4,3,3,1,3,3,2.5,4,3.6,3.1
3620041,1,4,4,2,4,2,2,1,4,2,3.25,4,3,2.65
3622011,1,3,3,3,2,2,2,2,4,3,3.25,1,2.4,2.25
3601035,2,4,3,3,3,2,3,1,1,2,1,4,3,2.4
3601998,4,1,2,4,1,1,1,1,2,1,1.75,4,2.4,1.75
3602367,3,3,3,3,3,2,2,1,2,NA,1.75,4,3,2.4375
3602978,2,3,3,3,3,3,3,2,2,3,1.75,1,2.8,2.35
3603217,3,3,3,3,3,2,2,1,2,2,1.75,4,3,2.35
3603697,4,4,4,4,4,2,2,2,5,2,4,1,4,2.2
3607154,3,3,3,3,3,3,2,1,5,3,4,4,3,3.2
3609449,1,4,4,4,4,2,2,1,2,2,1.75,4,3.4,2.35
3610712,3,4,4,4,4,3,3,1,4,3,3.25,4,3.8,3.25
3610726,1,NA,NA,NA,NA,4,4,NA,4,4,3.25,NA,1,3.8125
3611669,3,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,3,3.625
3612087,2,4,4,4,4,2,2,1,3,2,2.5,4,3.6,2.5
3614200,2,3,3,3,3,3,3,2,2,3,1.75,1,2.8,2.35
3616706,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3616942,3,1,1,1,1,4,3,1,3,4,2.5,4,1.4,3.5
3618879,1,4,3,3,3,2,2,2,2,2,1.75,1,2.8,1.75
3619346,3,3,3,3,3,3,2,1,5,4,4,4,3,3.4
3621086,1,4,4,4,4,3,3,2,1,3,1,1,3.4,2.2
3621735,3,4,3,3,3,2,2,1,2,2,1.75,4,3.2,2.35
3621799,3,3,3,3,2,3,3,2,2,3,1.75,1,2.8,2.35
3600898,3,3,3,3,3,3,3,1,2,2,1.75,4,3,2.75
3601286,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3601307,2,1,1,1,1,4,4,1,2,4,1.75,4,1.2,3.55
3602762,3,3,3,3,2,2,2,1,2,2,1.75,4,2.8,2.35
3603787,2,4,4,3,4,2,3,1,3,2,2.5,4,3.4,2.7
3603833,3,3,3,3,3,3,3,1,3,3,2.5,4,3,3.1
3604177,4,4,4,4,4,3,3,1,2,3,1.75,4,4,2.95
3604627,2,3,3,3,3,2,2,1,2,2,1.75,4,2.8,2.35
3605107,3,2,3,2,2,3,3,1,3,3,2.5,4,2.4,3.1
3605496,1,4,4,4,4,3,3,1,5,3,4,4,3.4,3.4
3606549,3,4,4,4,4,4,4,2,2,3,1.75,1,3.8,2.75
3608506,3,3,3,3,3,3,3,2,2,3,1.75,1,3,2.35
3608978,3,3,3,3,3,2,2,2,1,2,1,1,3,1.6
3610260,3,4,3,3,4,1,1,1,2,1,1.75,4,3.4,1.75
3610622,3,2,3,3,3,3,2,1,5,2,4,4,2.8,3
3612752,3,3,3,4,3,4,4,2,2,4,1.75,1,3.2,2.95
3614458,4,4,4,3,4,3,3,1,2,3,1.75,4,3.8,2.95
3615700,3,4,4,4,4,4,4,1,4,4,3.25,4,3.8,3.85
3616359,4,4,4,4,4,2,3,2,2,3,1.75,1,4,2.15
3617418,2,3,2,3,3,3,3,1,5,3,4,4,2.6,3.4
3619021,4,4,4,4,4,2,2,1,4,3,3.25,4,4,2.85
3619244,3,3,3,3,3,4,4,1,1,4,1,4,3,3.4
3620144,2,3,3,3,3,3,2,1,3,3,2.5,4,2.8,2.9
3620911,3,3,3,3,4,2,2,2,3,3,2.5,1,3.2,2.1
3621779,1,3,3,3,3,3,4,1,3,4,2.5,4,2.6,3.5
3604069,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
3604430,4,3,3,3,3,NA,NA,2,3,NA,2.5,1,3.2,1.75
3607492,3,3,3,3,3,3,3,1,3,2,2.5,4,3,2.9
3608615,3,4,3,2,3,4,3,2,3,4,2.5,1,3,2.9
3609358,4,4,3,4,4,3,3,1,3,2,2.5,4,3.8,2.9
3612694,4,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,4,2.875
3613471,2,4,4,4,4,1,2,2,2,2,1.75,1,3.6,1.55
3613528,3,NA,3,3,4,3,3,1,3,3,2.5,4,3.25,3.1
3617973,1,1,2,1,1,1,1,2,2,1,1.75,1,1.2,1.15
3601239,3,3,3,3,2,3,3,1,4,2,3.25,4,2.8,3.05
3603831,3,3,3,4,4,4,2,1,2,2,1.75,4,3.4,2.75
3603880,4,4,4,4,4,1,1,2,2,1,1.75,1,4,1.15
3604223,3,3,3,3,3,2,2,1,2,2,1.75,4,3,2.35
3605501,2,3,3,3,3,3,3,2,3,3,2.5,1,2.8,2.5
3605530,3,3,3,3,3,3,3,2,5,3,4,1,3,2.8
3609949,2,4,4,4,4,4,4,2,5,4,4,1,3.6,3.4
3611214,4,4,4,4,4,3,3,2,2,3,1.75,1,4,2.35
3616914,3,3,3,2,3,4,3,NA,5,3,4,NA,2.8,3.5
3617567,3,3,3,2,3,2,2,2,2,2,1.75,1,2.8,1.75
3618223,3,3,3,3,3,3,3,1,5,3,4,4,3,3.4
3619891,3,3,3,3,3,3,3,1,4,2,3.25,4,3,3.05
3620935,3,3,3,2,3,3,3,2,3,3,2.5,1,2.8,2.5
3601997,4,1,1,1,1,4,4,2,2,4,1.75,1,1.6,2.95
3602795,3,3,2,2,3,3,2,2,2,2,1.75,1,2.6,1.95
3602916,3,4,4,4,4,3,3,1,2,3,1.75,4,3.8,2.95
3603973,4,3,3,3,3,2,3,2,3,2,2.5,1,3.2,2.1
3604242,3,4,3,3,3,3,3,2,2,2,1.75,1,3.2,2.15
3604274,3,4,4,4,4,2,2,1,3,2,2.5,4,3.8,2.5
3604946,4,3,3,2,3,2,3,1,2,3,1.75,4,3,2.75
3605864,3,3,3,3,3,3,2,NA,3,2,2.5,NA,3,2.375
3607095,3,3,3,3,2,4,3,2,3,4,2.5,1,2.8,2.9
3608677,4,3,4,3,4,4,4,2,4,3,3.25,1,3.6,3.05
3609196,3,3,3,3,3,2,3,1,2,3,1.75,4,3,2.75
3609473,1,3,2,2,2,2,2,1,4,2,3.25,4,2,2.65
3610678,2,4,4,4,4,4,4,1,2,4,1.75,4,3.6,3.55
3612708,2,4,4,4,4,3,3,1,3,3,2.5,4,3.6,3.1
3614223,3,3,3,2,3,3,3,1,3,2,2.5,4,2.8,2.9
3614273,4,1,1,1,1,3,3,1,1,3,1,4,1.6,2.8
3616134,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3617259,1,NA,NA,NA,3,NA,1,1,4,NA,3.25,4,2,2.75
3618099,2,4,3,3,4,3,3,1,3,2,2.5,4,3.2,2.9
3618345,4,2,3,2,2,3,3,1,3,3,2.5,4,2.6,3.1
3620364,3,3,3,2,2,2,2,2,4,2,3.25,1,2.6,2.05
3622088,4,4,4,4,4,4,3,2,3,4,2.5,1,4,2.9
3622736,3,3,3,3,3,2,2,2,2,2,1.75,1,3,1.75
3605177,4,3,3,3,3,2,2,1,2,2,1.75,4,3.2,2.35
3607172,1,3,3,3,3,3,3,1,5,3,4,4,2.6,3.4
3611439,3,3,3,2,3,4,1,1,4,1,3.25,4,2.8,2.65
3613635,2,3,3,3,3,3,3,2,2,3,1.75,1,2.8,2.35
3616445,2,4,3,4,3,2,2,2,5,2,4,1,3.2,2.2
3616869,2,3,3,3,3,3,3,1,3,3,2.5,4,2.8,3.1
3617520,1,4,4,3,4,1,2,1,5,2,4,4,3.2,2.6
3618023,3,3,3,3,3,2,2,2,2,2,1.75,1,3,1.75
3618605,3,3,3,3,3,3,3,2,2,3,1.75,1,3,2.35
3618917,3,3,3,3,3,4,4,1,4,4,3.25,4,3,3.85
3622733,3,3,3,3,3,2,2,2,3,2,2.5,1,3,1.9
3600644,2,3,3,3,3,2,2,1,3,2,2.5,4,2.8,2.5
3601108,1,3,3,4,3,3,3,1,3,3,2.5,4,2.8,3.1
3604875,4,4,4,4,4,4,4,1,2,4,1.75,4,4,3.55
3604888,2,3,3,3,3,2,3,1,5,2,4,4,2.8,3
3605153,1,4,4,4,4,3,3,1,3,3,2.5,4,3.4,3.1
3606809,2,4,4,4,4,3,3,1,4,2,3.25,4,3.6,3.05
3607101,3,3,3,2,2,NA,NA,1,1,NA,1,4,2.6,2.5
3607713,3,4,3,4,4,NA,2,2,2,2,1.75,1,3.6,1.6875
3608470,3,4,3,3,4,3,3,2,2,3,1.75,1,3.4,2.35
3611774,3,3,3,3,3,3,3,1,4,3,3.25,4,3,3.25
3611778,3,3,3,3,3,4,4,1,2,4,1.75,4,3,3.55
3613301,2,3,3,3,3,3,3,1,3,3,2.5,4,2.8,3.1
3614559,1,3,3,3,3,2,2,1,2,2,1.75,4,2.6,2.35
3616320,3,3,3,3,3,2,2,1,3,2,2.5,4,3,2.5
3619559,3,3,3,3,3,3,3,1,5,3,4,4,3,3.4
3604002,3,3,3,3,3,2,2,1,1,2,1,4,3,2.2
3606410,3,3,3,2,3,3,3,1,2,3,1.75,4,2.8,2.95
3607290,3,3,3,3,3,2,2,1,2,2,1.75,4,3,2.35
3607425,2,4,4,4,4,3,3,1,4,3,3.25,4,3.6,3.25
3607661,3,3,3,3,3,3,3,2,2,3,1.75,1,3,2.35
3609619,3,3,3,3,3,3,3,1,3,3,2.5,4,3,3.1
3611112,3,4,4,4,4,4,3,1,5,3,4,4,3.8,3.6
3612709,2,3,3,3,3,2,2,1,4,2,3.25,4,2.8,2.65
3614919,3,4,4,4,4,4,3,1,1,3,1,4,3.8,3
3615758,3,3,3,3,3,3,2,1,4,2,3.25,4,3,2.85
3618837,3,2,2,2,2,3,3,1,2,3,1.75,4,2.2,2.95
3620170,3,3,3,3,3,2,2,2,2,2,1.75,1,3,1.75
3621963,3,3,3,3,3,3,3,1,4,3,3.25,4,3,3.25
3600570,4,3,2,2,3,3,3,2,2,3,1.75,1,2.8,2.35
3605055,2,4,4,4,4,4,2,2,5,3,4,1,3.6,2.8
3605184,3,3,3,3,3,2,2,2,4,2,3.25,1,3,2.05
3606942,3,3,3,3,3,2,3,1,5,3,4,4,3,3.2
3610680,2,3,3,3,3,3,3,1,2,2,1.75,4,2.8,2.75
3610809,4,3,4,3,3,4,3,2,2,3,1.75,1,3.4,2.55
3612060,3,3,2,3,3,3,3,1,3,2,2.5,4,2.8,2.9
3612687,3,4,4,4,4,1,1,1,4,2,3.25,4,3.8,2.25
3613148,3,3,4,4,3,3,3,1,1,2,1,4,3.4,2.6
3613361,4,4,4,4,4,4,4,1,1,4,1,4,4,3.4
3613908,3,4,4,4,1,3,3,2,2,3,1.75,1,3.2,2.35
3614542,2,3,3,3,3,2,2,1,2,2,1.75,4,2.8,2.35
3617393,4,4,4,3,4,3,3,1,5,3,4,4,3.8,3.4
3618652,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3618748,4,3,2,4,4,3,2,1,2,2,1.75,4,3.4,2.55
3620762,4,3,3,3,4,3,3,1,2,3,1.75,4,3.4,2.95
3621599,2,3,3,3,3,2,2,1,3,3,2.5,4,2.8,2.7
3601807,1,3,3,3,3,3,3,2,2,3,1.75,1,2.6,2.35
3603017,3,3,3,3,2,3,3,1,4,4,3.25,4,2.8,3.45
3606364,2,4,3,4,4,3,3,1,4,3,3.25,4,3.4,3.25
3609964,3,3,3,3,2,4,4,1,5,4,4,4,2.8,4
3611167,3,4,3,4,4,2,2,1,2,2,1.75,4,3.6,2.35
3617201,3,4,4,4,4,3,3,2,3,3,2.5,1,3.8,2.5
3618287,2,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,2,2.875
3619875,3,3,3,3,3,NA,NA,1,3,NA,2.5,4,3,3.25
3601129,3,3,3,3,4,3,3,1,2,2,1.75,4,3.2,2.75
3602114,2,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,2,2.875
3603909,2,3,3,3,3,NA,NA,2,3,NA,2.5,1,2.8,1.75
3606119,3,3,3,4,4,4,4,1,4,4,3.25,4,3.4,3.85
3606476,1,3,3,3,3,3,3,1,5,3,4,4,2.6,3.4
3606524,3,4,4,3,3,3,3,1,3,3,2.5,4,3.4,3.1
3608462,3,3,3,3,3,3,3,2,5,3,4,1,3,2.8
3609248,2,4,3,4,3,4,3,2,5,3,4,1,3.2,3
3610349,2,4,3,4,4,4,3,1,3,3,2.5,4,3.4,3.3
3610777,3,4,4,4,3,4,3,1,5,3,4,4,3.6,3.6
3611052,2,3,3,3,3,3,3,2,4,3,3.25,1,2.8,2.65
3611456,2,3,3,3,3,4,4,1,3,4,2.5,4,2.8,3.7
3614101,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
3615201,3,3,3,1,3,NA,NA,2,3,NA,2.5,1,2.6,1.75
3616262,2,3,3,3,3,2,3,1,2,3,1.75,4,2.8,2.75
3616405,1,3,3,3,3,2,2,2,3,2,2.5,1,2.6,1.9
3620627,3,3,3,3,3,3,2,1,2,3,1.75,4,3,2.75
3621006,2,3,2,2,2,2,2,1,5,3,4,4,2.2,3
3622791,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
3600497,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3603860,4,3,NA,3,3,2,2,2,1,1,1,1,3.25,1.4
3603911,1,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,1,2.875
3609725,2,4,3,4,4,3,3,1,2,3,1.75,4,3.4,2.95
3609865,4,2,2,1,1,4,3,1,4,4,3.25,4,2,3.65
3610985,4,NA,NA,NA,NA,NA,NA,2,4,NA,3.25,1,4,2.125
3612197,4,3,3,3,3,2,2,1,5,2,4,4,3.2,2.8
3612279,3,3,3,3,3,NA,3,2,4,3,3.25,1,3,2.5625
3612758,1,3,2,3,4,1,2,2,2,2,1.75,1,2.6,1.55
3612816,4,NA,NA,NA,NA,NA,NA,2,5,NA,4,1,4,2.5
3613450,1,3,3,3,4,3,3,1,2,3,1.75,4,2.8,2.95
3614104,2,3,3,3,3,3,3,2,4,3,3.25,1,2.8,2.65
3614418,4,NA,NA,NA,NA,NA,NA,2,4,NA,3.25,1,4,2.125
3616537,2,3,3,3,3,2,2,1,4,2,3.25,4,2.8,2.65
3616926,3,NA,NA,NA,NA,NA,NA,1,2,NA,1.75,4,3,2.875
3617946,2,NA,NA,NA,NA,NA,NA,2,2,NA,1.75,1,2,1.375
3618938,3,3,3,3,3,3,3,1,3,3,2.5,4,3,3.1
3621189,2,3,3,3,4,3,3,1,4,3,3.25,4,3,3.25
3622322,2,NA,NA,NA,NA,NA,NA,1,5,NA,4,4,2,4
3622510,1,4,4,4,4,3,3,1,2,2,1.75,4,3.4,2.75
3601533,4,3,3,3,3,2,2,2,3,2,2.5,1,3.2,1.9
3603248,2,NA,NA,NA,NA,NA,NA,NA,3,NA,2.5,NA,2,2.5
3608354,3,NA,NA,NA,NA,NA,NA,1,3,NA,2.5,4,3,3.25
3609059,4,4,4,4,4,3,3,1,2,3,1.75,4,4,2.95
3609797,3,4,3,4,2,3,3,1,2,3,1.75,4,3.2,2.95
3611309,3,3,3,3,3,2,2,1,5,2,4,4,3,2.8
3612363,3,3,3,3,3,NA,NA,2,2,NA,1.75,1,3,1.375
3614635,4,3,3,4,2,NA,NA,1,4,NA,3.25,4,3.2,3.625
3618423,3,2,2,2,2,3,3,1,4,2,3.25,4,2.2,3.05
3620241,4,3,3,3,3,2,2,1,5,2,4,4,3.2,2.8
3620483,1,4,4,4,4,NA,NA,1,4,NA,3.25,4,3.4,3.625
3621184,3,4,4,4,4,2,2,1,2,2,1.75,4,3.8,2.35
3621304,3,NA,NA,NA,NA,NA,NA,1,3,NA,2.5,4,3,3.25
3601701,3,4,4,4,4,4,4,1,1,4,1,4,3.8,3.4
3602933,3,3,3,4,4,3,3,1,2,3,1.75,4,3.4,2.95
3603077,3,3,3,3,3,4,4,2,3,4,2.5,1,3,3.1
3603594,2,2,2,2,2,2,2,1,2,3,1.75,4,2,2.55
3605348,2,3,3,3,3,3,3,2,5,3,4,1,2.8,2.8
3605491,1,3,3,2,1,1,1,2,1,3,1,1,2,1.4
3605833,3,3,3,2,3,2,2,2,2,2,1.75,1,2.8,1.75
3606273,4,4,4,4,4,2,4,1,2,4,1.75,4,4,3.15
3612958,3,3,3,3,3,2,3,2,5,2,4,1,3,2.4
3613225,2,3,3,3,3,2,2,2,2,2,1.75,1,2.8,1.75
3613299,3,3,3,3,3,3,3,2,2,3,1.75,1,3,2.35
3616515,2,4,4,4,4,3,3,2,2,3,1.75,1,3.6,2.35
3616698,2,3,3,3,3,NA,NA,2,2,NA,1.75,1,2.8,1.375
3616760,3,3,3,3,3,3,3,1,4,2,3.25,4,3,3.05
3619267,2,3,3,3,3,3,3,1,2,3,1.75,4,2.8,2.95
3620216,4,4,4,4,4,3,2,2,1,2,1,1,4,1.8
3621016,3,4,4,4,2,NA,NA,2,3,NA,2.5,1,3.4,1.75
3621406,3,3,3,3,3,3,3,1,3,3,2.5,4,3,3.1
3621435,1,1,1,1,1,1,1,1,1,1,1,4,1,1.6
3621789,3,3,2,3,2,3,3,2,1,3,1,1,2.6,2.2
3603348,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,4,1
3610730,3,3,3,3,3,NA,NA,1,5,NA,4,4,3,4
3616670,2,4,4,4,4,3,3,2,3,3,2.5,1,3.6,2.5
3620417,3,NA,NA,NA,NA,4,3,1,2,4,1.75,4,3,3.35
3600654,2,3,1,2,3,2,2,2,4,2,3.25,1,2.2,2.05
3602355,3,3,3,3,3,3,3,1,5,3,4,4,3,3.4
3605805,2,3,3,3,4,2,2,2,3,3,2.5,1,3,2.1
3608062,3,3,3,3,3,2,2,1,3,3,2.5,4,3,2.7
3609595,2,2,2,2,2,2,2,2,2,2,1.75,1,2,1.75
3611074,1,3,3,3,3,2,2,2,2,2,1.75,1,2.6,1.75
3611226,4,4,4,4,4,4,3,1,2,3,1.75,4,4,3.15
3611374,2,3,3,3,4,2,2,1,2,2,1.75,4,3,2.35
3612980,2,4,3,4,4,3,2,2,4,2,3.25,1,3.4,2.25
3614499,3,3,2,4,3,3,3,1,2,3,1.75,4,3,2.95
3615759,1,2,2,2,2,3,3,1,1,4,1,4,1.8,3
3615990,1,4,4,4,4,3,3,2,3,3,2.5,1,3.4,2.5
3616773,2,4,4,3,4,4,4,1,2,4,1.75,4,3.4,3.55
3617526,3,3,3,3,3,3,3,2,2,4,1.75,1,3,2.55
3618571,3,3,3,3,3,2,2,1,5,2,4,4,3,2.8
3619041,1,3,3,3,3,2,2,2,NA,2,NA,1,2.6,1.75
3620356,3,3,3,3,3,2,2,2,2,2,1.75,1,3,1.75
3620396,1,3,3,3,4,2,3,2,2,2,1.75,1,2.8,1.95
3620839,4,3,3,3,3,3,3,2,2,3,1.75,1,3.2,2.35
3621454,2,3,3,3,3,2,2,2,3,2,2.5,1,2.8,1.9
3602667,3,2,3,2,1,4,4,2,2,4,1.75,1,2.2,2.95
3602772,3,3,3,3,3,3,2,2,2,2,1.75,1,3,1.95
3606246,2,4,4,4,4,3,3,1,1,3,1,4,3.6,2.8
3607361,2,3,3,3,3,3,3,1,4,3,3.25,4,2.8,3.25
3608073,3,4,4,4,4,NA,NA,2,4,NA,3.25,1,3.8,2.125
3608447,3,3,3,2,3,3,3,1,2,3,1.75,4,2.8,2.95
3610972,1,3,3,3,3,2,2,2,2,2,1.75,1,2.6,1.75
3613142,2,1,1,1,1,3,2,1,5,3,4,4,1.2,3.2
3613231,2,3,3,3,3,2,1,1,3,2,2.5,4,2.8,2.3
3614730,2,4,4,4,4,3,2,1,3,2,2.5,4,3.6,2.7
3615657,3,4,3,3,4,3,3,2,5,1,4,1,3.4,2.4
3616534,1,NA,NA,NA,NA,1,NA,1,4,1,3.25,4,1,2.3125
3617374,2,4,4,4,4,3,3,1,4,3,3.25,4,3.6,3.25
3617844,2,3,3,3,3,2,2,2,2,2,1.75,1,2.8,1.75
3619763,3,3,3,2,3,3,2,1,2,2,1.75,4,2.8,2.55
3620686,1,3,3,3,3,2,2,2,4,2,3.25,1,2.6,2.05
3620759,3,3,3,3,3,4,4,2,2,4,1.75,1,3,2.95
3621472,1,4,3,4,4,NA,NA,1,5,NA,4,4,3.2,4
3621561,1,3,3,4,4,2,2,1,3,2,2.5,4,3,2.5
3621925,2,3,3,2,3,NA,NA,1,3,NA,2.5,4,2.6,3.25
3622552,3,3,3,3,3,3,3,2,5,3,4,1,3,2.8
3622795,3,3,3,3,3,3,3,1,1,3,1,4,3,2.8
3600007,3,3,3,3,3,2,3,2,2,2,1.75,1,3,1.95
3606783,3,2,3,3,2,2,2,1,3,2,2.5,4,2.6,2.5
3607919,3,3,3,2,3,NA,NA,2,2,2,1.75,1,2.8,1.58333333333333
3608883,4,1,1,1,1,4,4,2,4,3,3.25,1,1.6,3.05
3609223,2,3,3,3,3,2,2,1,3,2,2.5,4,2.8,2.5
3610507,2,3,3,2,2,2,3,2,2,3,1.75,1,2.4,2.15
3611243,2,3,3,3,3,2,2,1,2,2,1.75,4,2.8,2.35
3611479,3,3,3,3,3,3,2,1,5,3,4,4,3,3.2
3614760,3,3,4,3,4,4,2,2,5,3,4,1,3.4,2.8
3615369,3,3,3,3,2,NA,NA,NA,2,NA,1.75,NA,2.8,1.75
3616568,2,4,3,4,3,2,2,1,5,2,4,4,3.2,2.8
3616651,4,3,3,3,3,3,3,1,4,3,3.25,4,3.2,3.25
3616906,3,3,2,2,2,2,3,2,2,2,1.75,1,2.4,1.95
3618019,3,3,4,3,4,2,2,1,3,2,2.5,4,3.4,2.5
3618032,3,3,3,3,3,3,3,2,5,3,4,1,3,2.8
3618210,3,3,3,3,3,2,2,2,4,2,3.25,1,3,2.05
3618850,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3618993,4,3,3,3,3,2,2,2,2,2,1.75,1,3.2,1.75
3621140,4,3,3,3,3,3,3,1,2,3,1.75,4,3.2,2.95
3600237,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,4,1
3601200,4,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,4,3.625
3602612,4,3,3,3,3,4,3,2,3,2,2.5,1,3.2,2.5
3604081,3,3,3,3,3,3,3,2,2,3,1.75,1,3,2.35
3605218,3,4,3,4,3,3,2,2,2,3,1.75,1,3.4,2.15
3606270,3,3,3,2,2,2,3,2,2,2,1.75,1,2.6,1.95
3608327,4,NA,NA,NA,NA,NA,NA,1,5,NA,4,4,4,4
3608906,3,3,NA,2,2,3,3,1,3,2,2.5,4,2.5,2.9
3609290,2,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,2,3.625
3611129,3,3,2,2,3,4,3,2,3,3,2.5,1,2.6,2.7
3612760,3,3,3,2,2,4,4,2,4,4,3.25,1,2.6,3.25
3615680,3,4,4,4,4,4,4,1,5,4,4,4,3.8,4
3617054,3,3,3,3,3,3,3,1,4,3,3.25,4,3,3.25
3617154,3,3,3,3,3,NA,NA,1,5,NA,4,4,3,4
3617639,3,NA,NA,NA,NA,NA,NA,1,4,NA,3.25,4,3,3.625
3620107,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,3,4
3620211,1,3,3,3,3,3,3,1,5,3,4,4,2.6,3.4
3620240,3,3,3,3,3,3,3,2,5,3,4,1,3,2.8
3622832,3,3,3,3,3,3,3,1,2,3,1.75,4,3,2.95
3604830,3,3,3,3,3,3,3,2,2,3,1.75,1,3,2.35
